sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
4.2.3,1305,977,1316,986,False,False,,1518532156897000_5433972000.jpg
6.10.2,1345,961,1383,974,False,True,53,1518532156897000_5433972000.jpg
3.24,1480,927,1509,956,False,False,100,1518532156897000_5433972000.jpg
5.3,1482,884,1508,924,False,False,,1518532156897000_5433972000.jpg
6.9.1,1256,722,1450,827,False,False,Сколковское ш. Сколково 100 м,1518532156897000_5433972000.jpg
5.4,1399,986,1409,1001,False,False,,1518532156897000_5433972000.jpg
5.4,1425,992,1435,1008,False,False,,1518532157897000_5434971000.jpg
6.9.1,1276,671,1507,798,False,False,Сколковское ш. Сколково 100 м,1518532157897000_5434971000.jpg
6.9.2,1073,668,1204,793,False,False,Заречье МКАД,1518532157897000_5434971000.jpg
6.9.2,695,671,1012,799,False,False,Внуково М3 Калуга Ленинский пр-т МКАД МКАД,1518532157897000_5434971000.jpg
8.22.3,1327,996,1334,1019,False,False,,1518532157897000_5434971000.jpg
5.15.5,2182,826,2247,896,False,False,,1518532157897000_5434971000.jpg
6.10.1,1278,894,1332,919,False,False,Сколково,1518532157897000_5434971000.jpg
6.10.2,1369,965,1402,978,False,True,53,1518532157897000_5434971000.jpg
3.24,1553,918,1589,953,False,False,100,1518532157897000_5434971000.jpg
5.3,1555,864,1588,915,False,False,,1518532157897000_5434971000.jpg
4.2.3,1323,983,1335,994,False,False,,1518532157897000_5434971000.jpg
4.2.3,1327,1020,1338,1028,False,True,,1518532157897000_5434971000.jpg
2.1,1312,988,1322,998,False,False,,1518532157897000_5434971000.jpg
4.1.1,1313,1002,1320,1010,False,False,,1518532157897000_5434971000.jpg
5.3,1306,998,1312,1008,False,False,,1518532157897000_5434971000.jpg
4.2.3,1342,1015,1351,1024,False,True,,1518532158730000_5435805000.jpg
5.3,1318,991,1324,1002,False,True,,1518532158730000_5435805000.jpg
5.4,1446,984,1456,1003,False,False,,1518532158730000_5435805000.jpg
6.9.1,1293,596,1575,751,False,False,Сколковское ш. Сколково 100 м,1518532158730000_5435805000.jpg
6.9.2,1049,592,1208,747,False,False,Заречье МКАД,1518532158730000_5435805000.jpg
6.9.2,598,597,979,748,False,False,Внуково М3 Калуга Ленинский пр-т МКАД МКАД,1518532158730000_5435805000.jpg
2.1,1324,982,1335,994,False,False,,1518532158730000_5435805000.jpg
4.1.1,1326,996,1334,1004,False,False,,1518532158730000_5435805000.jpg
8.22.3,1341,992,1348,1013,False,False,,1518532158730000_5435805000.jpg
6.10.1,1289,880,1348,907,False,False,Сколково,1518532158730000_5435805000.jpg
6.10.2,1391,955,1431,970,False,False,53,1518532158730000_5435805000.jpg
3.24,1639,892,1683,936,False,False,100,1518532158730000_5435805000.jpg
5.3,1640,824,1683,890,False,False,,1518532158730000_5435805000.jpg
4.2.3,1338,976,1350,987,False,False,,1518532158730000_5435805000.jpg
6.10.2,1398,955,1442,971,False,False,53,1518532159597000_5436671000.jpg
5.3,1758,773,1818,859,False,False,,1518532159597000_5436671000.jpg
8.22.3,1341,992,1346,1014,False,False,,1518532159597000_5436671000.jpg
3.24,1759,864,1816,920,False,False,100,1518532159597000_5436671000.jpg
5.3,1312,994,1320,1006,False,False,,1518532159597000_5436671000.jpg
4.2.3,1337,978,1348,989,False,False,,1518532159597000_5436671000.jpg
6.10.1,1286,873,1349,903,False,False,Сколково,1518532159597000_5436671000.jpg
6.9.2,993,486,1193,681,False,False,Заречье МКАД,1518532159597000_5436671000.jpg
6.9.2,417,492,902,687,False,False,Внуково М3 Калуга Ленинский пр-т МКАД МКАД,1518532159597000_5436671000.jpg
4.1.1,1322,998,1330,1006,False,False,,1518532159597000_5436671000.jpg
6.9.1,1300,492,1659,690,False,False,Сколковское ш. Сколково 100 м,1518532159597000_5436671000.jpg
4.2.3,1339,1019,1352,1031,False,False,,1518532159597000_5436671000.jpg
5.4,1452,986,1463,1007,False,False,,1518532159597000_5436671000.jpg
2.1,1320,984,1331,995,False,False,,1518532159597000_5436671000.jpg
8.22.3,1333,986,1341,1005,False,False,,1518532160496000_5437571000.jpg
6.10.2,1402,943,1453,960,False,False,53,1518532160496000_5437571000.jpg
5.3,1988,653,2079,785,False,False,,1518532160496000_5437571000.jpg
3.24,1990,791,2074,872,False,False,100,1518532160496000_5437571000.jpg
5.3,1303,987,1310,999,False,False,,1518532160496000_5437571000.jpg
4.2.3,1330,969,1342,981,False,False,,1518532160496000_5437571000.jpg
5.4,1454,977,1460,1001,False,True,,1518532160496000_5437571000.jpg
6.10.1,1276,854,1345,888,False,False,Сколково,1518532160496000_5437571000.jpg
6.9.2,92,298,762,569,False,False,Внуково М3 Калуга Ленинский пр-т МКАД МКАД,1518532160496000_5437571000.jpg
6.9.1,1308,300,1793,569,False,False,Сколковское ш. Сколково 100 м,1518532160496000_5437571000.jpg
4.1.1,1312,991,1323,1003,False,False,,1518532160496000_5437571000.jpg
6.9.2,884,292,1158,561,False,False,Заречье МКАД,1518532160496000_5437571000.jpg
2.1,1311,975,1324,989,False,False,,1518532160496000_5437571000.jpg
3.24,1302,1001,1311,1009,False,False,100,1518532160496000_5437571000.jpg
3.24,1301,1001,1309,1009,False,False,100,1518532161496000_5438571000.jpg
4.1.1,1311,991,1322,1001,False,False,,1518532161496000_5438571000.jpg
8.22.3,1336,985,1343,1011,False,False,,1518532161496000_5438571000.jpg
6.10.2,1416,937,1475,955,False,False,53,1518532161496000_5438571000.jpg
5.3,1301,986,1310,1000,False,False,,1518532161496000_5438571000.jpg
5.4,1468,978,1481,1001,False,False,,1518532161496000_5438571000.jpg
6.10.1,1273,838,1351,877,False,False,Сколково,1518532161496000_5438571000.jpg
6.9.2,0,0,446,288,False,True,Внуково М3 Калуга Ленинский пр-т МКАД МКАД,1518532161496000_5438571000.jpg
6.9.1,1341,0,2137,292,False,True,Сколковское ш. Сколково 100 м,1518532161496000_5438571000.jpg
4.2.3,1333,967,1345,979,False,False,,1518532161496000_5438571000.jpg
2.1,1311,976,1324,988,False,False,,1518532161496000_5438571000.jpg
6.9.2,644,1,1103,278,False,True,Заречье МКАД,1518532161496000_5438571000.jpg
4.2.3,1336,1015,1349,1029,False,False,,1518532161496000_5438571000.jpg
3.24,1320,995,1329,1004,False,False,100,1518532162463000_5439537000.jpg
4.1.1,1333,984,1343,995,False,False,,1518532162463000_5439537000.jpg
5.3,1319,979,1328,993,False,False,,1518532162463000_5439537000.jpg
8.22.3,1359,977,1368,1003,False,True,,1518532162463000_5439537000.jpg
6.10.2,1457,922,1521,943,False,False,53,1518532162463000_5439537000.jpg
5.4,1504,971,1519,994,False,False,,1518532162463000_5439537000.jpg
6.10.1,1293,814,1379,856,False,False,Сколково,1518532162463000_5439537000.jpg
4.2.3,1355,958,1370,972,False,False,,1518532162463000_5439537000.jpg
2.1,1330,967,1345,982,False,False,,1518532162463000_5439537000.jpg
3.24,1304,1003,1314,1012,False,False,100,1518532163429000_5440504000.jpg
5.3,1305,987,1315,1000,False,False,,1518532163429000_5440504000.jpg
4.1.1,1319,992,1332,1004,False,False,,1518532163429000_5440504000.jpg
2.1,1317,973,1333,988,False,False,,1518532163429000_5440504000.jpg
8.22.3,1351,984,1360,1018,False,False,,1518532163429000_5440504000.jpg
4.2.3,1347,963,1361,978,False,False,,1518532163429000_5440504000.jpg
6.10.2,1470,920,1546,945,False,False,53,1518532163429000_5440504000.jpg
5.4,1510,975,1527,1003,False,False,,1518532163429000_5440504000.jpg
6.10.1,1281,800,1378,847,False,False,Сколково,1518532163429000_5440504000.jpg
4.2.3,1352,1021,1366,1034,False,False,,1518532163429000_5440504000.jpg
2.4,1407,984,1415,992,False,False,,1518532163429000_5440504000.jpg
4.1.2,1408,995,1415,1003,False,False,,1518532163429000_5440504000.jpg
2.4,1403,982,1412,991,False,False,,1518532164263000_5441337000.jpg
4.1.2,1404,995,1412,1003,False,False,,1518532164263000_5441337000.jpg
5.3,1294,985,1304,1002,False,False,,1518532164263000_5441337000.jpg
3.24,1294,1003,1304,1013,False,False,100,1518532164263000_5441337000.jpg
4.1.1,1311,992,1324,1005,False,False,,1518532164263000_5441337000.jpg
2.1,1308,971,1324,989,False,False,,1518532164263000_5441337000.jpg
8.22.3,1346,982,1356,1017,False,False,,1518532164263000_5441337000.jpg
4.2.3,1342,960,1358,976,False,False,,1518532164263000_5441337000.jpg
5.4,1522,974,1536,1004,False,True,,1518532164263000_5441337000.jpg
6.10.1,1271,776,1381,829,False,False,Сколково,1518532164263000_5441337000.jpg
6.10.2,1492,908,1583,936,False,False,53,1518532164263000_5441337000.jpg
4.2.3,1347,1022,1364,1038,False,False,,1518532164263000_5441337000.jpg
4.1.1,1302,992,1317,1006,False,False,,1518532165262000_5442337000.jpg
2.1,1300,970,1317,988,False,False,,1518532165262000_5442337000.jpg
3.24,1284,1005,1294,1015,False,False,100,1518532165262000_5442337000.jpg
5.3,1283,985,1294,1003,False,False,,1518532165262000_5442337000.jpg
4.2.3,1345,1026,1363,1043,False,False,,1518532165262000_5442337000.jpg
8.22.3,1344,982,1355,1020,False,False,,1518532165262000_5442337000.jpg
4.2.3,1339,955,1357,974,False,False,,1518532165262000_5442337000.jpg
2.4,1402,982,1412,991,False,False,,1518532165262000_5442337000.jpg
4.1.2,1404,995,1411,1004,False,False,,1518532165262000_5442337000.jpg
5.4,1542,973,1561,1004,False,False,,1518532165262000_5442337000.jpg
6.10.2,1535,884,1645,923,False,False,53,1518532165262000_5442337000.jpg
6.10.1,1262,738,1389,800,False,False,Сколково,1518532165262000_5442337000.jpg
2.4,1331,978,1341,988,False,False,,1518532166429000_5443503000.jpg
8.22.3,1270,975,1283,1021,False,False,,1518532166429000_5443503000.jpg
4.1.2,1333,991,1342,1001,False,False,,1518532166429000_5443503000.jpg
4.1.1,1220,986,1237,1003,False,False,,1518532166429000_5443503000.jpg
4.2.3,1264,945,1287,966,False,False,,1518532166429000_5443503000.jpg
2.1,1218,962,1239,982,False,False,,1518532166429000_5443503000.jpg
3.24,1198,1000,1211,1012,False,False,100,1518532166429000_5443503000.jpg
5.4,1505,967,1529,1006,False,True,,1518532166429000_5443503000.jpg
6.10.1,1178,667,1339,744,False,False,Сколково,1518532166429000_5443503000.jpg
5.3,1199,980,1211,998,False,False,,1518532166429000_5443503000.jpg
6.10.2,1548,836,1708,896,False,False,53,1518532166429000_5443503000.jpg
4.1.2,1284,978,1295,988,False,False,,1518532167529000_5444603000.jpg
2.4,1281,961,1295,975,False,False,,1518532167529000_5444603000.jpg
8.22.3,1215,957,1230,1008,False,False,,1518532167529000_5444603000.jpg
4.2.3,1209,921,1235,947,False,False,,1518532167529000_5444603000.jpg
4.1.1,1160,971,1178,990,False,False,,1518532167529000_5444603000.jpg
2.1,1155,943,1181,968,False,False,,1518532167529000_5444603000.jpg
3.24,1136,986,1150,1000,False,False,100,1518532167529000_5444603000.jpg
5.4,1495,946,1525,990,False,False,,1518532167529000_5444603000.jpg
6.10.2,1644,725,1897,824,False,False,53,1518532167529000_5444603000.jpg
6.10.1,1091,546,1304,647,False,False,Сколково,1518532167529000_5444603000.jpg
5.3,1138,966,1151,985,False,False,,1518532167529000_5444603000.jpg
4.2.3,1217,1015,1242,1028,False,True,,1518532167529000_5444603000.jpg
4.2.3,1295,1012,1324,1041,False,True,,1518532168562000_5445636000.jpg
4.1.2,1368,969,1380,980,False,False,,1518532168562000_5445636000.jpg
2.4,1366,951,1380,965,False,False,,1518532168562000_5445636000.jpg
8.22.3,1292,942,1310,1004,False,False,,1518532168562000_5445636000.jpg
4.2.3,1286,899,1317,930,False,False,,1518532168562000_5445636000.jpg
4.1.1,1230,960,1250,981,False,False,,1518532168562000_5445636000.jpg
2.1,1226,931,1251,955,False,False,,1518532168562000_5445636000.jpg
3.24,1205,978,1221,992,False,False,100,1518532168562000_5445636000.jpg
5.4,1636,937,1673,984,False,True,,1518532168562000_5445636000.jpg
6.10.2,2187,430,2448,635,False,True,53,1518532168562000_5445636000.jpg
6.10.1,1124,355,1426,497,False,False,Сколково,1518532168562000_5445636000.jpg
5.3,1207,954,1222,976,False,False,,1518532168562000_5445636000.jpg
3.24,1297,982,1313,997,False,False,100,1518532169595000_5446670000.jpg
5.3,1297,956,1313,980,False,False,,1518532169595000_5446670000.jpg
4.1.1,1323,962,1347,985,False,False,,1518532169595000_5446670000.jpg
8.22.3,1405,937,1425,1011,False,False,,1518532169595000_5446670000.jpg
4.2.3,1395,884,1432,922,False,False,,1518532169595000_5446670000.jpg
4.1.2,1476,971,1490,985,False,False,,1518532169595000_5446670000.jpg
2.4,1476,950,1489,967,False,False,,1518532169595000_5446670000.jpg
5.4,1840,917,1887,988,False,False,,1518532169595000_5446670000.jpg
6.10.1,1177,0,1655,218,False,True,Сколково,1518532169595000_5446670000.jpg
2.1,1319,927,1349,957,False,False,,1518532169595000_5446670000.jpg
4.2.3,1407,1022,1443,1058,False,False,,1518532169595000_5446670000.jpg
3.24,1329,975,1347,992,False,False,100.0,1518532170762000_5447836000.jpg
5.3,1330,948,1347,974,False,False,,1518532170762000_5447836000.jpg
4.1.1,1365,952,1391,978,False,False,,1518532170762000_5447836000.jpg
2.1,1360,913,1393,946,False,False,,1518532170762000_5447836000.jpg
4.2.3,1468,852,1513,899,False,False,,1518532170762000_5447836000.jpg
8.22.3,1479,920,1504,1011,False,False,,1518532170762000_5447836000.jpg
4.1.2,1535,963,1549,980,False,False,,1518532170762000_5447836000.jpg
2.4,1535,940,1550,961,False,False,,1518532170762000_5447836000.jpg
5.4,2071,889,2137,981,False,False,,1518532170762000_5447836000.jpg
4.2.3,1485,1024,1530,1072,False,False,,1518532170762000_5447836000.jpg
3.24,1298,979,1318,1000,False,False,100.0,1518532171895000_5448969000.jpg
5.3,1300,951,1319,978,False,False,,1518532171895000_5448969000.jpg
2.1,1339,910,1376,947,False,False,,1518532171895000_5448969000.jpg
4.2.3,1527,1041,1565,1049,False,True,,1518532171895000_5448969000.jpg
8.22.3,1505,907,1537,1023,False,False,,1518532171895000_5448969000.jpg
4.2.3,1492,823,1550,882,False,False,,1518532171895000_5448969000.jpg
4.1.2,1540,966,1547,982,False,True,,1518532171895000_5448969000.jpg
5.4,2341,858,2439,988,False,False,,1518532171895000_5448969000.jpg
2.4,1539,941,1551,961,False,True,,1518532171895000_5448969000.jpg
4.1.1,1343,954,1373,983,False,False,,1518532171895000_5448969000.jpg
4.1.1,1238,939,1270,973,False,False,,1518532172828000_5449902000.jpg
5.3,1188,938,1209,969,False,False,,1518532172828000_5449902000.jpg
4.2.3,1470,1043,1545,1125,False,False,,1518532172828000_5449902000.jpg
2.1,1231,889,1274,932,False,False,,1518532172828000_5449902000.jpg
8.22.3,1452,873,1490,1021,False,False,,1518532172828000_5449902000.jpg
4.2.3,1433,767,1507,842,False,False,,1518532172828000_5449902000.jpg
4.1.2,1443,954,1448,976,False,True,,1518532172828000_5449902000.jpg
3.24,1187,970,1209,990,False,False,100.0,1518532172828000_5449902000.jpg
2.4,1439,927,1448,946,False,True,,1518532172828000_5449902000.jpg
4.2.3,1193,1088,1299,1200,False,False,,1518532173728000_5450802000.jpg
8.22.3,1164,852,1222,1058,False,False,,1518532173728000_5450802000.jpg
4.2.3,1139,710,1241,812,False,False,,1518532173728000_5450802000.jpg
4.1.2,1146,973,1163,996,False,True,,1518532173728000_5450802000.jpg
4.1.1,912,955,950,993,False,False,,1518532173728000_5450802000.jpg
2.1,905,897,955,947,False,False,,1518532173728000_5450802000.jpg
3.24,868,992,892,1014,False,False,100.0,1518532173728000_5450802000.jpg
5.3,871,957,891,991,False,False,,1518532173728000_5450802000.jpg
2.4,1143,943,1163,970,False,True,,1518532173728000_5450802000.jpg
4.1.2,447,930,472,958,False,False,,1518532174828000_5451902000.jpg
4.2.3,93,1136,358,1390,False,False,,1518532174828000_5451902000.jpg
8.22.3,129,652,248,1058,False,False,,1518532174828000_5451902000.jpg
4.2.3,66,354,293,562,False,False,,1518532174828000_5451902000.jpg
4.1.1,108,906,121,949,False,True,,1518532174828000_5451902000.jpg
2.4,447,894,474,927,False,False,,1518532174828000_5451902000.jpg
2.1,96,837,123,882,False,True,,1518532174828000_5451902000.jpg
1.34.2,2295,1012,2313,1028,False,False,,1518532174828000_5451902000.jpg
1.34.2,2416,1011,2427,1029,False,False,,1518532174828000_5451902000.jpg
1.34.2,2152,1014,2166,1021,False,True,,1518532174828000_5451902000.jpg
1.34.2,1992,1016,2006,1029,False,False,,1518532174828000_5451902000.jpg
1.34.2,1834,1020,1845,1033,False,False,,1518532174828000_5451902000.jpg
1.34.2,1665,1003,1679,1018,False,False,,1518532175927000_5453002000.jpg
1.34.2,1515,1005,1530,1022,False,False,,1518532175927000_5453002000.jpg
1.34.2,1352,1008,1367,1016,False,True,,1518532175927000_5453002000.jpg
1.34.2,1794,1001,1806,1019,False,False,,1518532175927000_5453002000.jpg
1.34.2,987,994,1005,1009,False,False,,1518532176927000_5454002000.jpg
1.34.2,1491,989,1503,1009,False,False,,1518532176927000_5454002000.jpg
1.34.2,1171,991,1190,1009,False,False,,1518532176927000_5454002000.jpg
1.34.2,1340,989,1358,1007,False,False,,1518532176927000_5454002000.jpg
1.34.2,803,997,816,1007,False,True,,1518532176927000_5454002000.jpg
1.34.2,622,1036,637,1054,False,False,,1518532177994000_5455068000.jpg
1.34.2,1416,1029,1430,1052,False,False,,1518532177994000_5455068000.jpg
1.34.2,1041,1032,1060,1049,False,False,,1518532177994000_5455068000.jpg
1.34.2,1238,1030,1256,1049,False,False,,1518532177994000_5455068000.jpg
1.34.2,775,1025,796,1042,False,False,,1518532178927000_5456002000.jpg
1.34.2,1011,1022,1034,1042,False,False,,1518532178927000_5456002000.jpg
1.34.2,1241,1020,1262,1041,False,False,,1518532178927000_5456002000.jpg
1.34.2,1461,1019,1478,1046,False,False,,1518532178927000_5456002000.jpg
1.34.2,542,1028,558,1046,False,False,,1518532178927000_5456002000.jpg
1.34.2,710,1007,733,1027,False,True,,1518532180060000_5457135000.jpg
1.34.2,990,1004,1017,1027,False,False,,1518532180060000_5457135000.jpg
1.34.2,1277,1000,1306,1029,False,False,,1518532180060000_5457135000.jpg
1.34.2,1583,1000,1608,1038,False,False,,1518532180060000_5457135000.jpg
1.34.2,442,1010,457,1030,False,False,,1518532180060000_5457135000.jpg
1.34.2,1931,1008,1976,1067,False,False,,1518532181093000_5458168000.jpg
1.34.2,1440,1009,1484,1050,False,False,,1518532181093000_5458168000.jpg
1.34.2,1065,1012,1102,1045,False,False,,1518532181093000_5458168000.jpg
1.34.2,729,1016,759,1043,False,False,,1518532181093000_5458168000.jpg
1.34.2,428,1021,445,1045,False,False,,1518532181093000_5458168000.jpg
1.34.2,499,992,517,1018,False,False,,1518532181960000_5459034000.jpg
1.34.2,832,986,869,1018,False,False,,1518532181960000_5459034000.jpg
1.34.2,1241,980,1288,1024,False,False,,1518532181960000_5459034000.jpg
1.34.2,1774,976,1839,1036,False,False,,1518532181960000_5459034000.jpg
1.34.2,881,1003,901,1039,False,False,,1518532183093000_5460168000.jpg
1.34.2,1291,995,1341,1041,False,False,,1518532183093000_5460168000.jpg
1.34.2,1946,987,2033,1057,False,False,,1518532183093000_5460168000.jpg
1.34.2,2103,987,2204,1071,False,False,,1518532184093000_5461167000.jpg
1.34.2,1409,993,1442,1053,False,False,,1518532184093000_5461167000.jpg
6.9.1,35,916,66,931,False,True,,1518532184093000_5461167000.jpg
1.34.2,2308,1013,2382,1109,False,False,,1518532185059000_5462134000.jpg
6.9.1,592,916,616,931,False,False,,1518532185059000_5462134000.jpg
4.1.2,1137,958,1143,964,False,False,,1518532185893000_5462967000.jpg
2.4,1137,951,1143,956,False,False,,1518532185893000_5462967000.jpg
6.9.1,880,878,908,892,False,False,,1518532185893000_5462967000.jpg
2.4,1316,939,1322,944,False,False,,1518532186992000_5464067000.jpg
4.1.2,1316,947,1321,952,False,False,,1518532186992000_5464067000.jpg
6.10.1,1056,866,1081,882,False,False,,1518532186992000_5464067000.jpg
4.1.2,1282,946,1288,952,False,False,,1518532188126000_5465200000.jpg
2.4,1281,938,1288,943,False,False,,1518532188126000_5465200000.jpg
6.10.1,1008,866,1037,882,False,False,,1518532188126000_5465200000.jpg
2.4,1290,941,1297,947,False,False,,1518532188992000_5466067000.jpg
4.1.2,1290,950,1297,956,False,False,,1518532188992000_5466067000.jpg
6.10.1,1008,870,1038,886,False,True,,1518532188992000_5466067000.jpg
2.4,1296,942,1303,948,False,False,,1518532189825000_5466900000.jpg
4.1.2,1296,951,1303,957,False,False,,1518532189825000_5466900000.jpg
6.10.1,1003,871,1035,888,False,True,,1518532189825000_5466900000.jpg
2.4,1319,939,1327,945,False,False,,1518532190692000_5467766000.jpg
4.1.2,1319,948,1327,954,False,False,,1518532190692000_5467766000.jpg
6.10.1,1016,868,1048,885,False,True,,1518532190692000_5467766000.jpg
4.1.2,1322,941,1330,948,False,False,,1518532191558000_5468633000.jpg
2.4,1322,932,1330,939,False,False,,1518532191558000_5468633000.jpg
1.34.1,1184,975,1189,980,False,False,,1518532191558000_5468633000.jpg
1.34.1,1207,973,1212,978,False,False,,1518532191558000_5468633000.jpg
6.10.1,1009,859,1040,877,False,False,,1518532191558000_5468633000.jpg
4.1.2,1329,930,1337,938,False,False,,1518532192658000_5469733000.jpg
2.4,1327,919,1336,927,False,False,,1518532192658000_5469733000.jpg
1.34.1,1179,967,1184,973,False,False,,1518532192658000_5469733000.jpg
1.34.1,1205,965,1209,970,False,False,,1518532192658000_5469733000.jpg
1.34.1,1246,962,1251,967,False,False,,1518532192658000_5469733000.jpg
6.10.1,996,847,1030,864,False,False,,1518532192658000_5469733000.jpg
4.1.2,1350,938,1359,946,False,False,,1518532193558000_5470633000.jpg
2.4,1349,926,1358,934,False,False,,1518532193558000_5470633000.jpg
1.34.1,1190,976,1196,983,False,False,,1518532193558000_5470633000.jpg
1.34.1,1217,973,1223,979,False,False,,1518532193558000_5470633000.jpg
1.34.1,1264,971,1268,976,False,False,,1518532193558000_5470633000.jpg
6.10.1,1002,851,1038,870,False,True,,1518532193558000_5470633000.jpg
1.34.1,1187,969,1194,976,False,False,,1518532194725000_5471799000.jpg
4.1.2,1362,926,1372,935,False,False,,1518532194725000_5471799000.jpg
2.4,1360,913,1373,923,False,False,,1518532194725000_5471799000.jpg
1.34.1,1265,962,1271,968,False,False,,1518532194725000_5471799000.jpg
1.34.1,1216,966,1222,972,False,False,,1518532194725000_5471799000.jpg
6.10.1,989,836,1028,857,False,True,,1518532194725000_5471799000.jpg
1.34.1,1210,962,1216,968,False,False,,1518532195558000_5472632000.jpg
1.34.1,1176,965,1184,973,False,False,,1518532195558000_5472632000.jpg
4.1.2,1366,918,1376,929,False,False,,1518532195558000_5472632000.jpg
2.4,1364,905,1377,915,False,False,,1518532195558000_5472632000.jpg
1.34.1,1261,958,1268,965,False,False,,1518532195558000_5472632000.jpg
6.10.1,972,828,1013,850,False,True,,1518532195558000_5472632000.jpg
4.1.2,1371,907,1383,918,False,False,,1518532196491000_5473566000.jpg
2.4,1370,892,1385,904,False,False,,1518532196491000_5473566000.jpg
1.34.1,1163,958,1173,966,False,False,,1518532196491000_5473566000.jpg
1.34.1,1256,950,1264,958,False,False,,1518532196491000_5473566000.jpg
1.34.1,1199,954,1207,962,False,False,,1518532196491000_5473566000.jpg
6.10.1,952,816,994,838,False,True,,1518532196491000_5473566000.jpg
6.10.1,944,804,988,827,False,False,,1518532197524000_5474599000.jpg
4.1.2,1397,895,1409,907,False,False,,1518532197524000_5474599000.jpg
2.4,1396,879,1412,892,False,False,,1518532197524000_5474599000.jpg
1.34.1,1163,952,1173,962,False,False,,1518532197524000_5474599000.jpg
1.34.1,1267,945,1276,954,False,False,,1518532197524000_5474599000.jpg
1.34.1,1201,949,1210,958,False,False,,1518532197524000_5474599000.jpg
4.1.2,1442,884,1456,898,False,False,,1518532198691000_5475765000.jpg
2.4,1439,864,1459,881,False,False,,1518532198691000_5475765000.jpg
1.34.1,1217,946,1226,956,False,False,,1518532198691000_5475765000.jpg
1.34.1,1289,943,1299,952,False,False,,1518532198691000_5475765000.jpg
1.34.1,1169,950,1181,961,False,False,,1518532198691000_5475765000.jpg
6.10.1,939,795,987,821,False,False,,1518532198691000_5475765000.jpg
4.1.2,1484,872,1501,889,False,False,,1518532199557000_5476632000.jpg
2.4,1483,850,1503,868,False,False,,1518532199557000_5476632000.jpg
1.34.1,1311,940,1320,952,False,False,,1518532199557000_5476632000.jpg
1.34.1,1175,949,1189,961,False,False,,1518532199557000_5476632000.jpg
6.10.1,935,789,988,817,False,False,,1518532199557000_5476632000.jpg
1.34.1,1228,946,1240,957,False,False,,1518532199557000_5476632000.jpg
2.4,1534,829,1561,852,False,False,,1518532200657000_5477732000.jpg
1.34.1,1320,939,1333,953,False,False,,1518532200657000_5477732000.jpg
1.34.1,1157,949,1175,963,False,False,,1518532200657000_5477732000.jpg
6.10.1,908,781,963,809,False,False,,1518532200657000_5477732000.jpg
4.1.2,1537,854,1557,875,False,False,,1518532200657000_5477732000.jpg
1.34.1,1222,945,1237,958,False,False,,1518532200657000_5477732000.jpg
2.1,1360,870,1365,891,False,False,,1518532200657000_5477732000.jpg
4.1.1,1362,894,1365,911,False,False,,1518532200657000_5477732000.jpg
4.1.2,1584,835,1609,860,False,False,,1518532201624000_5478698000.jpg
2.4,1581,802,1614,829,False,False,,1518532201624000_5478698000.jpg
1.34.1,1198,945,1215,962,False,False,,1518532201624000_5478698000.jpg
1.34.1,1118,950,1139,967,False,False,,1518532201624000_5478698000.jpg
6.10.1,863,775,922,806,False,False,,1518532201624000_5478698000.jpg
1.34.1,1315,940,1330,956,False,False,,1518532201624000_5478698000.jpg
8.22.3,1699,895,1704,913,False,False,,1518532201624000_5478698000.jpg
2.1,1361,858,1368,883,False,False,,1518532201624000_5478698000.jpg
4.1.1,1363,886,1369,908,False,False,,1518532201624000_5478698000.jpg
4.1.2,1674,788,1707,821,False,False,,1518532202690000_5479765000.jpg
2.4,1670,746,1713,782,False,False,,1518532202690000_5479765000.jpg
1.34.1,1168,937,1190,958,False,False,,1518532202690000_5479765000.jpg
1.34.1,1061,941,1089,963,False,False,,1518532202690000_5479765000.jpg
1.34.1,1315,931,1334,950,False,False,,1518532202690000_5479765000.jpg
6.10.1,814,760,877,792,False,True,,1518532202690000_5479765000.jpg
8.22.3,1713,889,1718,906,False,False,,1518532202690000_5479765000.jpg
4.2.3,1711,879,1719,887,False,False,,1518532202690000_5479765000.jpg
2.1,1369,829,1380,863,False,False,,1518532202690000_5479765000.jpg
4.1.1,1373,865,1381,892,False,False,,1518532202690000_5479765000.jpg
2.1,1386,831,1398,871,False,False,,1518532203723000_5480798000.jpg
4.1.1,1391,876,1399,908,False,False,,1518532203723000_5480798000.jpg
4.1.2,1817,753,1865,799,False,False,,1518532203723000_5480798000.jpg
2.4,1813,694,1873,746,False,False,,1518532203723000_5480798000.jpg
1.34.1,1132,965,1159,992,False,False,,1518532203723000_5480798000.jpg
1.34.1,981,968,1018,1000,False,False,,1518532203723000_5480798000.jpg
1.34.1,1320,959,1343,981,False,False,,1518532203723000_5480798000.jpg
6.10.1,765,781,833,817,False,False,,1518532203723000_5480798000.jpg
8.22.3,1727,917,1733,936,False,False,,1518532203723000_5480798000.jpg
4.2.3,1727,908,1733,915,False,False,,1518532203723000_5480798000.jpg
3.1,2078,856,2090,879,False,False,,1518532203723000_5480798000.jpg
5.15.1,1985,851,2004,861,False,False,,1518532203723000_5480798000.jpg
3.1,2181,857,2195,881,False,False,,1518532204590000_5481664000.jpg
2.1,1406,811,1421,863,False,False,,1518532204590000_5481664000.jpg
4.1.1,1413,866,1421,906,False,False,,1518532204590000_5481664000.jpg
4.1.2,2025,685,2093,749,False,False,,1518532204590000_5481664000.jpg
